,fileslug,id,sf_abstract,tags,title,link
411,S16-359_architecture-for-synthesizing-4d,63655,"Researchers from SLAC National Accelerator Laboratory have developed a laser architecture that can synthesize on-demand, high-power laser beams with arbitrary 4D distribution by coherently combining ...",Laser; Beamline; Amplitude; Euclidean vector; Spatial light modulator; Swiss Locomotive and Machine Works; Spacetime; Femtosecond; Photonics; Optical tweezers; Optical communication; Biotechnology; Nanosecond; Microfabrication; Photolithography; ,"Architecture for synthesizing 4D-programmable, high-power, non-conventional laser pulses",[]
412,S16-358_wearable-device-to-treat,63654,A team of Stanford researchers has developed a hydrogel electrode pad that can be used in iontophoresis treatment to provide relief to patients with hyperhidrosis ...,Hyperhidrosis; Gel; Electrode; Iontophoresis; Deodorant; Botulinum toxin; ,Wearable device to treat hyperhidrosis,[]
413,S16-354_electrodes-for-faster-charging-in,63653,Engineers in the Stanford Microfluidics Laboratory have developed porous electrode designs which increase the charging rate of a range of electrochemical systems by spatially controlling ...,Microfluidics; Electrode; Electrolyte; Double layer (interfacial); Capacitor; Electric double-layer capacitor; Lithium-ion battery; Regenerative brake; Adsorption; ,Electrodes for faster charging in electrochemical energy storage systems,[]
414,S16-347_combinatorial-crispr-screening,63652,"Researchers at Stanford have developed a new complex, high-order genetic screening platform to identify genes (e.g., transcription factors, epigenetic factors, and druggable genes) that contribute ...",CRISPR; Transcription factor; Epigenetics; Cell fate determination; Tissue engineering; Stem cell; Mouse; Embryonic stem cell; Induced pluripotent stem cell; Endogeny; Cytokine; Inhibitory postsynaptic potential; Adult stem cell; Neurodegeneration; Cellular differentiation; Qi; ,Combinatorial CRISPR screening platform to discover novel driver genes for regenerative medicine and cell therapy,['https://doi.org/10.1016/j.stem.2018.09.0']
415,S16-344_injectable-and-stable-hydrogels,63651,"Current injectable hydrogel materials have fast erosion and limited tunability of their mechanical properties at different stages of applications, limiting their biomedical applications. This invention ...",Gel; Biocompatibility; Hydrazone; Cell culture; 3D printing; Tissue engineering; ,Injectable and Stable Hydrogels with Dynamic Properties Modulated by Biocompatible Catalysts,['http://appft.uspto.gov/netacgi/nph-Parser?Sect1=PTO1&Sect2=HITOFF&d=PG01&p=1&u=%2Fnetahtml%2FPTO%2Fsrchnum.html&r=1&f=G&l=50&s1=%2220180104348%22.PGNR.&OS=DN/20180104348&RS=DN/201801043']
416,S16-338_barcoded-viral-platform-for,63650,Researchers at Stanford University have developed a method which integrates cell barcoding and high-throughput sequencing to quantify tumor growth in genetically engineered mouse models of ...,Multiplex (assay); Mutation; DNA sequencing; Cloning; Cre recombinase; Fitness landscape; Genotype; Tumor suppressor gene; ,Barcoded viral platform for multiplexed functional validation of oncogenic cancer mutations in vivo and uses thereof,['http://www.nature.com/nmeth/journal/v14/n7/full/nmeth.4297.ht']
417,S16-332_light-sheet-fluorescence-microscopy,63648,Researchers at the Solgaard Lab have demonstrated that light sheet fluorescence microscopy (LSFM) with structured and pivoting illumination enables fast image acquisition and improved image ...,Grating light valve; Fluorescence; Tissue (biology); ,Light sheet fluorescence microscopy using high speed structured and pivoting illumination,['https://doi.org/10.1364/OL.41.0050']
418,S16-329_scalable-manufacturing-of-moldable,63646,"Stanford researchers have developed self-assembled, moldable hydrogels using dynamic and multivalent polymer-nanoparticle (PNP) interactions between commercially available cellulose derivatives and silica nanoparticles. The facile and ...",Gel; Bipolar junction transistor; Cellulose; Silicon dioxide; Nanoparticle; Self-assembly; Fire retardant; Colloidal silica; Biopolymer; Polymer; Grayscale; Methyl cellulose; Wildfire; Viscosity; Cosmetics; Biomimetics; ,Scalable Manufacturing of Moldable Hydrogels for Industrial Applications,"['https://patents.google.com/patent/US20180086896A1/en?oq=15%2f716%2c5', 'http://news.stanford.edu/2016/11/30/new-nontoxic-hydrogels-developed-stanford-engineers-aid-food-production-application', 'https://static1.squarespace.com/static/52f83177e4b045fae914ddf2/t/584257b446c3c4f2f7d665e2/1480742837825/Yu_Appel_PNAS.p']"
419,S16-327_improved-surgical-navigation-for,63645,Stanford researchers developed a method that estimates the position of a robotic surgical catheter for precise control.  Data from the catheters distal tip sensor ...,Endoscopy; Catheter; Robotic surgery; Bronchoscopy; Lung; Aneurysm; ,Improved surgical navigation for robotic endoscopes and catheters,[]
420,S16-325_materials-for-low-cost-scalable,63644,"Engineers in Prof. Arunava Majumdar’s laboratory have formulated high-entropy phase-change materials that can split water to produce hydrogen at moderate temperatures using a scalable, carbon-free ...",Hydrogen production; Phase-change material; Redox; Carbon dioxide; Syngas; Chemical industry; Chemical reactor; Steam reforming; Water splitting; Mixed oxide; Entropy; Carbon sequestration; Thermal energy storage; Cerium(IV) oxide; ,"Materials for low cost, scalable, thermochemical hydrogen production",['https://pubs.rsc.org/en/content/articlelanding/2018/ee/c8ee00050f#!divAbstra']
421,S16-321_real-time-three-dimensional-display,63643,"Stanford researchers have developed a software system which enables 3D, real time, holographic visualization of a biopsy needle, or other device, in an augmented reality ...",Augmented reality; Holography; Biopsy; Laparoscopy; X-ray computed tomography; Medical ultrasonography; Fiducial marker; Ultrasound; ,Real-time Three Dimensional Display of Flexible Needles Using Augmented Reality,[]
422,S16-311_precise-high-dynamic-range,63641,"Engineers in Prof. Simone D’Amico’s laboratory have developed a high fidelity, high-dynamic range testbed to stimulate a broad range of cameras and verify their functionality ...",High fidelity; Global Positioning System; Satellite bus; Computer-aided design; Minute of arc; Satellite navigation; Inertial navigation system; Spacecraft; Near-Earth object; ,"Precise, High-Dynamic Range, Miniature Testbed for Satellite Navigation","['https://people.stanford.edu/damicos/sites/default/files/iwscff2017_beierlesullivandamico.p', 'https://people.stanford.edu/damicos/sites/default/files/issfd2017_beierlesullivandamico.p']"
423,S16-303_low-cost-portable-electrochemical,63639,"Stanford researchers have developed a low cost, portable device for small scale decentralized electrochemical production of hydrogen peroxide. This device can be used to remove ...",Hydrogen peroxide; Electrolyte; Chemical industry; Pulp (paper); Chlorine; Haloalkane; Carcinogen; Anthraquinone process; Carbon; Anode; Deuterium; Catalysis; Nafion; Electrolysis; ,"Low Cost, Portable Electrochemical Hydrogen Peroxide Generating Device",['http://pubs.rsc.org/en/content/articlehtml/2017/re/c6re0019']
424,S16-292_quantum-electro-optic-converter,63637,Stanford researchers developed a device that converts microwave signals (quantum logic) to optical signals using a silicon-on-lithium-niobate photonic crystal cavity.  They integrated nonlinear materials with ...,Microwave; Quantum logic; Photonic crystal; Superconductivity; Quantum optics; Electro-optic modulator; Quantum computer; Scanning electron microscope; Electrode; Q factor; Resonator; Lithium niobate; Quantum circuit; Thin film; Microwave cavity; Coaxial cable; Preprint; ,Quantum electro-optic converter,['https://arxiv.org/pdf/1612.02421v1.pd']
425,S16-288_steering-wheel-skin-stretch-haptic,63636,"Engineers in Prof. Mark Cutkosky’s laboratory have developed a compact, intuitive, haptic vehicle feedback system that communicates multi-dimensional information to drivers through the grip of ...",Haptic technology; Torque; Shear stress; Object manipulation; Situation awareness; Autonomous car; Analog signal; Actuator; ,Steering Wheel Skin Stretch Haptic Feedback System,"['http://dx.doi.org/10.1109/IROS.2016.77590', 'http://otl.stanford.edu/lagan/16288/manuscript.p']"
426,S16-282_predicting-response-to,63634,"Researchers in Prof. Calvin Kuo’s laboratory have developed a robust, versatile 3D culture system to accurately recapitulate complex tumor architecture together with stromal cells in ...",Immunotherapy; Tumor; Stromal cell; Tumor-infiltrating lymphocytes; Ultrastructure; Cancer immunology; Histology; Clinical pathology; Assay; Parenchyma; Myofibroblast; Cryopreservation; ,Predicting response to immunotherapy with 3D culture that preserves tumor microenvironment,"['https://www.sciencedirect.com/science/article/pii/S0092867418315137?via%3Dih', 'https://doi.org/10.1016/j.cell.2018.11.02']"
427,S16-281_macroporous-polymeric-scaffolds-as,63633,"Researchers in the Yang Lab at Stanford have created a new platform for engineering tissue with improved properties and non-invasive injection delivery. Specifically, they have ...",Gel; Cell migration; Extracellular matrix; Endogeny; Cell encapsulation; Biomechanics; Ultimate tensile strength; Mouse; Lipid; Smooth muscle tissue; Plastic surgery; Stem cell; Red blood cell; Radiance; Cell growth; Standard deviation; Bone; Bone healing; Annealing (metallurgy); Immunostaining; Myosin; Phenotype; Gelatin; Cell nucleus; Protein; Collagen; Type-IV collagen; Stress (mechanics); Stress–strain curve; Luteinizing hormone; Lie; Porosity; ,Macroporous polymeric scaffolds as 3D cell niches for tissue regeneration,"['http://www.google.com/patents/US201401618', 'http://www.google.com/patents/US201500240', 'http://www.google.com/patents/US201603315', 'http://www.ncbi.nlm.nih.gov/pubmed/237456', 'http://www.fanyanggroup.com/pdf/34%20Han%20Biomaterials%202013%20Dynamic%20Tissue%20Eng%20Scaffolds%20with%20stimuli-responsive%20macroporsity%20formation.p', 'http://www.fanyanggroup.com/pdf/64%20uRB%20accelerate%20stem%20cell-based%20cranial%20repair%20JBMR%202016.p', 'http://www.fanyanggroup.com/pdf/62%20Lee%20aligned%20uRB%20JBMR%202016.p']"
428,S16-277_methods-for-guiding-projection,63631,The technologies described in this patent address a critically important deficit in the statistical methods available to enable comparison of outcomes measured by flow cytometry ...,Projection pursuit; Flow cytometry; Cytometry; Phenotype; Metric (mathematics); Normal distribution; Quadratic form; ,Methods for guiding projection pursuit clustering and matching clusters over samples,[]
429,S16-276_enhancement-of-conductivity-in,63630,Stanford researchers at the Frank Group have developed a new method to enhance the ion conductivity of a nano-phase-separated proton exchange membrane (PEM) to the ...,Proton; Fast ion conductor; Proton exchange membrane; Nafion; Copolymer; Polyimide; Polyethylene glycol; Ionic liquid; Annealing (metallurgy); Monomer; Electrolyte; Polyelectrolyte; ,Enhancement of Conductivity in Nanostructured Proton Exchange Membranes,[]
430,S16-273_small-robust-highly-sensitive-six,63629,"Stanford researchers at the Cutkosky Lab have developed a low cost, high performance multi-axis capacitive tactile sensor which can measures all six components of force ...",Sensor; Force; Torque; I²C; Universal asynchronous receiver/transmitter; Robotics; Haptic technology; ,"Small, Robust, Highly-Sensitive Six-Degree of Freedom Capacitive Force/Torque Sensor",[]
431,S16-272_personalized-neuromodulation,63628,Several proof-of-concept and observational studies already have documented significant therapeutic long-term effects of Acoustic Coordinated Reset (CR) neuromodulation therapy using fixed ratio acoustic stimuli. These ...,Neuromodulation (medicine); Tinnitus; Observational study; Loudness; Perception; Music therapy; Algorithm; Hearing aid; Smartphone; Neural oscillation; Firmware; Electroencephalography; ,Personalized neuromodulation therapy for treating tinnitus and other conditions,[]
432,S16-258_dual-modality-imaging-probe-for,63625,Researchers at Stanford have developed a ferumoxytol-based dual-modality imaging probe that allows for long-term stem cell tracking through MRI and early diagnosis of cell apoptosis ...,Apoptosis; Magnetic resonance imaging; Stem cell; Histology; Caspase; Relaxation (NMR); ,Dual-modality Imaging Probe for Combined Localization and Apoptosis Detection of Stem Cells,[]
433,S16-251_optimized-algorithm-for-managed,63624,"Stanford researchers have developed SCOA-DUPI (Simulation-based Control Optimization Algorithm with Dynamic Uncertain Parameter Inversion), which relies on real-time data collected though embedded sensors that can ...",Wireless sensor network; ASCII; Input/output; Aquifer; Mathematical optimization; Algorithm; Optimal control; Stormwater; Infiltration basin; Infiltration gallery; Intelligent sensor; ,Optimized Algorithm for Managed Aquifer Recharge and Recovery Systems,"['http://onlinelibrary.wiley.com/doi/10.1111/gwmr.12198/abstra', 'http://adsabs.harvard.edu/abs/2015AGUFM.H23G164']"
434,S16-250_machete-algorithm-for-automated,63623,"Researchers in Prof. Julia Salzman’s laboratory have developed a sensitive, specific algorithm for automated, high-throughput detection of RNA fusions from RNA-Seq data. This technology, called ...",Algorithm; RNA; RNA-Seq; Exon; Chromosome; Fusion transcript; Bioinformatics; Drug development; Ovarian cancer; Transcriptome; Fusion gene; ,MACHETE – algorithm for automated detection of RNA gene fusions,['https://oup.silverchair-cdn.com/oup/backfile/Content_public/Journal/nar/PAP/10.1093_nar_gkx453/1/gkx453.pdf?Expires=1499451012&Signature=V1Tv1cvgC2liVFJvnjEjwYyOYGF0SXQVUkYC0QVb86eVJHLetOlZmgH6uY2hGzJsVTRSZb1We19-0jl~YpWQ~AJJ3ntn4fAkk2YdsP97mKjgSyi8GCEozbAFXRKkBvSNDs3GfsCoPUT29pGZrjs1qgpjaH2RgAkSX05s1LHiqRZII1KvtNk7xC9n-U41WfUlXM3rLBt66Jd8pvWJPWbvIalNbEd-bSKtK7qF65YSDFydUv61mWwXS~ecCXVZpiykCtBGmGfmsjvOoIMwC-yMw5HDiCFMMB6GxyPjJDlWIZBKUdBN~XSGkgFuxr3FJ7Gg27rEb8RxgvkbB9MleJ9y3Q__&Key-Pair-Id=APKAIUCZBIA4LVPAVW']
